course_id,attempts,score_rate,teacher_rank,school_rank,user's_school_rank,sentiment,num_of_user,label
C_674931,1.00500119,0.0,4.0,2.0,2.0,0.0,2,1.0
C_674937,1.807893402,0.0,4.0,3.0,2.413826999,0.0,3036,3.0
C_674942,2.383841213,0.0,2.0,2.273020021,1.0,0.0,1,1.0
C_674948,1.242335373,0.0,4.0,4.0,1.0,0.0,1,1.0
C_674950,2.248816309,0.0,4.0,2.0,2.138198029,0.0,4225,3.0
C_674959,1.0,0.4355971897,4.0,3.0,1.764471588,0.0,3706,3.0
C_674962,1.303045942,0.0,4.0,3.0,2.279990106,5.0,3974,3.0
C_674966,1.925769779,0.0,4.0,2.0,2.0,0.0,2,1.0
C_674968,1.0,0.5909090909,4.0,3.0,2.606054978,0.0,5371,3.0
C_674971,1.0,0.74592009,4.0,5.0,1.927743552,1.0,9309,3.0
C_676637,2.825249662,0.0,4.0,5.0,2.0,0.0,2,1.0
C_676642,1.0,0.4387331896,4.0,5.0,1.791990515,0.0,7423,3.0
C_676641,1.901858368,0.0,4.0,3.0,1.0,0.0,1,1.0
C_676643,2.412710657,0.0,5.0,1.323286066,1.825,0.0,39,1.0
C_676648,0.0,-1.0,4.0,5.0,1.841048035,0.0,4443,3.0
C_676649,0.0,-1.0,4.0,5.0,1.753166764,3.0,8461,3.0
C_676651,0.0,-1.0,4.0,5.0,1.799480716,5.0,17878,3.0
C_676653,1.682315813,0.0,4.0,1.467542933,1.681818182,0.0,43,1.0
C_676654,1.271738281,0.0,5.0,4.0,2.0,0.0,2,1.0
C_676656,1.0,0.4771221869,4.0,5.0,1.775658743,3.5,21003,3.0
C_676658,1.075292418,0.0,4.0,5.0,2.464494479,0.0,9012,3.0
C_676659,1.831057495,0.0,4.0,5.0,1.98019941,0.0,6901,3.0
C_676660,1.0,0.0,4.0,3.51784271,2.0,0.0,10,1.0
C_676661,2.825321544,0.0,3.0,3.0,2.523125539,4.157894736842105,10349,3.0
C_676662,0.0,-1.0,3.0,5.0,2.144193421,0.0,12298,3.0
C_676664,1.0,0.7584541063,4.0,2.223491026,1.731807169,1.0,11833,3.0
C_676665,2.563352742,0.0,4.0,5.0,1.0,0.0,1,1.0
C_676670,2.964062943,0.0,4.0,3.0,1.0,0.0,1,1.0
C_676671,1.80870754,0.0,4.0,4.0,1.0,0.0,1,1.0
C_676678,2.300093684,0.0,5.0,5.0,1.0,0.0,1,2.0
C_676681,2.363675533,0.0,4.0,3.0,1.914351852,5.0,2537,2.0
C_676682,1.674137769,0.0,4.0,3.0,2.6322273,0.0,5010,3.0
C_676683,1.207891421,0.0,5.0,5.0,2.06736584,4.230769230769231,34310,3.0
C_676685,2.897878424,0.0,4.0,4.0,2.390426328,0.0,4009,3.0
C_676686,1.261272054,0.0,4.0,5.0,1.790671761,0.0,6263,3.0
C_676687,0.0,-1.0,2.0,4.196935488,1.63800401,0.0,4416,3.0
C_676692,1.356703699,0.0,4.0,4.0,2.0,0.0,21,2.0
C_676697,2.25807308,0.0,4.0,4.0,2.385662651,4.333333333333333,8295,3.0
C_676700,2.108747783,0.0,4.0,5.0,3.0,0.0,10,2.0
C_676705,1.0,0.9104477612,4.0,3.0,1.713968958,3.8,1348,2.0
C_676820,2.307513571,0.0,4.0,5.0,1.915664072,0.0,8458,3.0
C_676885,1.371194543,0.0,4.0,3.174047791,1.245593759,0.0,6918,3.0
C_676887,0.0,-1.0,4.0,5.0,1.45620438,0.0,274,2.0
C_676890,1.566180993,0.0,4.0,3.0,1.757936508,3.909090909090909,756,2.0
C_676895,1.94492119,0.0,4.0,4.0,2.0,0.0,2,1.0
C_676897,2.578086983,0.0,3.0,2.0,1.733478577,5.0,2661,3.0
C_676898,2.690246133,0.0,4.0,3.0,2.60681091,3.975609756097561,13122,3.0
C_676900,1.323626057,0.0,4.0,2.0,1.546153846,3.870967741935484,4419,3.0
C_676902,1.714305909,0.0,4.0,5.0,1.765933124,0.0,3491,3.0
C_676907,2.015793889,0.0,4.0,5.0,1.616743472,0.0,3896,3.0
C_676915,1.769426585,0.0,4.0,4.0,1.626749032,0.0,13388,3.0
C_676918,1.313930499,0.0,4.0,3.0,1.767584098,0.0,327,2.0
C_676923,2.822659619,0.0,3.0,2.0,1.0,0.0,1,1.0
C_676934,1.210287022,0.0,5.0,4.0,2.03336481,0.0,3175,3.0
C_676942,2.65796534,0.0,3.0,3.15812474,1.0,0.0,1,1.0
C_676943,0.0,-1.0,4.0,3.964943045,1.2,0.0,5,1.0
C_676949,0.0,-1.0,5.0,5.0,2.0,0.0,2,2.0
C_676950,2.295388907,0.0,4.0,5.0,2.218617472,0.0,4711,3.0
C_676952,2.135185533,0.0,4.0,1.669257099,1.0,0.0,1,1.0
C_676953,1.366733601,0.0,5.0,5.0,1.940110856,0.0,7346,3.0
C_676962,2.351416182,0.0,4.0,3.0,2.044058745,3.5,1497,2.0
C_676967,0.0,-1.0,4.0,3.0,2.464285714,0.0,1624,2.0
C_676969,1.0,0.9411764706,4.0,5.0,1.612325175,0.0,11408,3.0
C_676978,2.148671547,0.0,5.0,5.0,1.969941678,0.0,2227,3.0
C_676996,1.0,0.4325758196,4.0,4.0,2.320998506,0.0,11350,3.0
C_677004,1.0,0.4264705882,4.0,1.422343879,1.774577332,0.0,3187,2.0
C_677009,1.0,0.4615384615,4.0,4.0,1.795355191,0.0,3650,3.0
C_677010,1.918179401,0.2777777778,4.0,5.0,1.706173531,0.0,42690,3.0
C_677014,1.0,0.7822639225,4.0,4.0,1.879426346,0.0,5604,3.0
C_677019,2.353085463,0.0,3.0,2.0,1.963221345,4.478260869565218,16323,3.0
C_677020,2.137644244,0.0,4.0,5.0,1.873056995,5.0,11948,3.0
C_677026,0.0,-1.0,4.0,3.387485184,1.666666667,0.0,33,2.0
C_677028,1.781200912,0.0,4.0,5.0,2.233540076,0.0,8366,3.0
C_677031,0.0,-1.0,4.0,5.0,1.789240355,0.0,8332,2.0
C_677038,1.620343858,0.0,4.0,5.0,2.067819933,4.473684210526316,5084,3.0
C_677043,1.479368889,0.0,4.0,4.0,2.021561507,0.0,4392,3.0
C_677045,2.771111017,0.0,4.0,5.0,2.337852897,5.0,5377,3.0
C_677052,1.605867639,0.0,4.0,3.0,1.888888889,0.0,8,1.0
C_677055,2.133293727,0.0,4.0,2.0,1.645476773,4.6,1225,2.0
C_677061,1.0,1.06097561,4.0,2.054926678,1.818348624,0.0,1631,2.0
C_677066,1.344403984,0.0,5.0,5.0,1.0,0.0,1,2.0
C_677077,1.894141349,0.0,4.0,2.465861461,2.389251239,4.103448275862069,7657,3.0
C_677076,1.422837008,0.0,5.0,5.0,1.814645608,5.0,7641,3.0
C_677080,2.380674912,0.0,4.0,4.550815978,1.666666667,0.0,12,2.0
C_677087,1.0,0.4874517375,4.0,4.0,1.681280862,0.0,6676,3.0
C_677089,2.031784127,0.0,4.0,3.0,1.949375411,0.0,3019,3.0
C_677095,2.84411999,0.0,4.0,5.0,1.725233645,0.0,8544,3.0
C_677093,1.026093269,0.0,4.0,4.28517867,1.638774078,3.4444444444444446,12800,3.0
C_677102,2.760130096,0.0,3.0,2.0,1.738733432,2.6,3386,2.0
C_677110,1.0,0.4375,4.0,4.0,1.917868658,0.0,5841,3.0
C_677118,2.127547012,0.0,4.0,4.0,2.349954114,0.0,6479,3.0
C_677130,1.860344346,0.0,4.0,3.0,1.828447483,0.0,7595,3.0
C_677129,2.226237879,0.1,3.0,2.530852637,1.808766859,0.0,2072,2.0
C_677133,2.749979054,0.0,5.0,4.0,1.811131957,0.0,3166,3.0
C_677136,1.0,0.7584690126,4.0,3.0,1.921763352,0.0,8196,3.0
C_677140,0.0,-1.0,5.0,4.0,1.759483454,0.0,1227,3.0
C_677142,1.794919672,0.0,4.0,1.332098222,1.714953271,5.0,1281,2.0
C_677144,1.0,0.5886981402,2.0,4.886021704,1.810810811,0.0,2168,2.0
C_677145,1.812496603,0.0,4.0,4.308459191,1.75,0.0,24,2.0
C_677150,0.0,-1.0,4.0,3.0,2.081618497,4.2,4314,3.0
C_677152,0.0,-1.0,5.0,5.0,1.0,0.0,1,2.0
C_677151,0.0,-1.0,4.0,4.0,1.0,0.0,1,1.0
C_677159,0.0,-1.0,4.0,5.0,1.769770906,5.0,14042,3.0
C_677161,0.0,-1.0,4.0,4.0,2.215434084,0.0,275,2.0
C_677164,2.206659837,0.0,4.0,4.0,2.074745187,0.0,3521,3.0
C_677167,1.535796428,0.0,5.0,4.0,1.820321255,4.555555555555555,2652,3.0
C_677168,0.0,-1.0,3.0,2.0,1.75,0.0,1443,2.0
C_677172,0.0,-1.0,4.0,4.0,1.849261849,0.0,1275,2.0
C_677174,2.14769053,0.0,4.0,3.0,2.422026839,0.0,2158,2.0
C_677179,2.846308421,0.0,4.0,3.0,1.953621678,0.0,1897,2.0
C_677185,1.010875263,0.0,4.0,3.906740243,1.934954008,0.0,1505,2.0
C_677187,0.0,-1.0,4.0,3.0,2.456570156,0.0,413,2.0
C_677189,1.474498705,0.0,4.0,4.02390999,1.708354559,0.0,3901,3.0
C_677193,2.379874923,0.0,4.0,3.0,2.178787879,3.848,988,2.0
C_677192,2.355100369,0.0,2.0,1.824582695,1.780639432,1.0,2248,2.0
C_677236,1.599507524,0.0,5.0,4.0,2.061265405,5.0,16841,3.0
C_677241,2.274683097,0.0,5.0,4.0,2.009174312,5.0,1405,3.0
C_677243,2.263605331,0.0,4.0,3.0,2.455098804,3.682926829268293,23279,3.0
C_677249,0.0,-1.0,4.0,4.0,2.167378049,0.0,6516,3.0
C_680710,2.866513246,0.0,4.0,3.0,2.564241766,5.0,5522,3.0
C_680714,2.631139156,0.0,4.0,3.0,1.910859729,0.0,4379,3.0
C_680716,2.803368602,0.0,4.0,3.0,1.786076114,0.0,7658,3.0
C_680719,1.0,0.6666666667,2.0,3.107800874,1.842293907,0.0,1667,2.0
C_680721,2.558868484,0.0,4.0,3.0,1.0,0.0,1,1.0
C_680722,1.102310583,0.0,3.0,1.0,2.58595332,0.0,9372,3.0
C_680724,1.303852273,0.0,4.0,3.0,1.780596351,0.0,2241,2.0
C_680726,1.209637495,0.0,4.0,3.0,1.827200577,2.7777777777777777,2757,3.0
C_680728,1.828464105,0.0,4.0,3.0,2.15158475,0.0,2171,2.0
C_680730,1.066825937,0.0,5.0,4.0,2.242395735,0.0,6347,3.0
C_680736,2.981573047,0.0,4.0,5.0,2.25,0.0,4,2.0
C_680738,1.749857344,0.0,5.0,5.0,1.824261993,3.0,2159,3.0
C_680740,1.42830639,0.0,4.0,5.0,2.508955003,0.0,13485,3.0
C_680741,1.431233179,0.0,4.0,5.0,1.842669485,0.0,6599,3.0
C_680745,0.0,-1.0,4.0,5.0,1.802165478,0.0,15854,3.0
C_680747,1.0,0.7322900423,4.0,3.143447384,1.750855578,0.0,2918,3.0
C_680751,1.478843277,0.0,4.0,5.0,1.815892998,0.0,1260,3.0
C_680752,1.14901003,0.0,4.0,5.0,1.807247586,0.0,8339,3.0
C_680753,1.635977607,0.0,4.0,5.0,2.207188161,0.0,4712,3.0
C_680754,2.987775342,0.0,4.0,5.0,2.001528818,0.0,6510,3.0
C_680757,2.441397871,0.0,4.0,5.0,1.938954284,0.0,3621,3.0
C_680759,1.124076146,0.0,4.0,5.0,2.016859018,0.0,8772,3.0
C_680761,1.138397365,0.0,4.0,4.0,2.443270269,4.183574879227053,17580,3.0
C_680767,0.0,-1.0,5.0,5.0,1.87962963,0.0,107,2.0
C_680768,2.696084476,0.0,4.0,2.0,1.555555556,0.0,9,1.0
C_680769,0.0,-1.0,4.0,4.096785173,1.800847458,0.0,468,2.0
C_680770,1.406029495,0.0,5.0,5.0,1.829491144,4.333333333333333,7099,3.0
C_680771,1.73563723,0.0,4.0,5.0,2.609093715,0.0,9705,3.0
C_680772,0.0,-1.0,5.0,5.0,1.0,0.0,1,2.0
C_680773,2.945919984,0.0,4.0,5.0,1.0,0.0,1,1.0
C_680777,2.164569485,0.0,4.0,5.0,2.388791946,0.0,14843,3.0
C_680779,2.308713044,0.0,4.0,5.0,2.493987049,5.0,9716,3.0
C_680780,1.160102868,0.0,3.0,2.0,1.674846626,4.0821529745042495,2762,2.0
C_680786,1.346218056,0.0,5.0,5.0,1.795566502,0.0,402,2.0
C_680788,2.35594858,0.0,4.0,4.0,2.281327215,0.0,2808,3.0
C_680789,0.0,-1.0,4.0,3.0,1.93243762,0.0,2594,2.0
C_680793,0.0,-1.0,5.0,5.0,1.0,0.0,1,2.0
C_680792,1.496489503,0.0,5.0,5.0,1.770588235,0.0,337,2.0
C_680801,2.417341307,0.0,4.0,5.0,1.0,0.0,1,1.0
C_680802,0.0,-1.0,4.0,5.0,2.0,0.0,7,1.0
C_680804,1.0,0.6993865031,4.0,3.0,2.11784141,0.0,1809,2.0
C_680805,0.0,-1.0,4.0,5.0,2.053626464,0.0,4828,3.0
C_680808,1.704292146,0.0,4.0,5.0,2.279561623,3.25,10363,3.0
C_680807,2.50433086,0.0,4.0,3.0,1.489051095,0.0,137,1.0
C_680811,2.779799509,0.0,5.0,4.0,1.0,0.0,1,1.0
C_680817,1.0,0.6565028002,4.0,3.0,1.812286689,0.0,4073,3.0
C_680819,1.0,0.7305936073,4.0,3.0,1.709131545,0.0,3122,3.0
C_680820,1.980582358,0.0,4.0,4.0,2.578225806,0.0,4958,3.0
C_680821,1.0,0.225,4.0,3.0,1.810556079,0.0,3170,3.0
C_680823,1.379613486,0.0,4.0,3.0,2.504709912,0.0,18634,3.0
C_680830,1.347466232,0.0,5.0,4.0,2.296195652,0.0,1821,3.0
C_680835,2.114428857,0.0,4.0,4.0,1.524709302,3.2222222222222223,680,2.0
C_680841,2.409624363,0.0,4.0,2.0,1.861222995,0.0,2716,2.0
C_680844,2.741403424,0.0,4.0,3.0,1.818,0.0,496,2.0
C_680848,1.723068184,0.0,4.0,4.0,1.0,0.0,1,1.0
C_680849,2.791995679,0.0,4.0,2.0,1.97446291,0.0,2457,2.0
C_680852,0.0,-1.0,5.0,5.0,1.781818182,0.0,55,2.0
C_680854,2.956485179,0.0,3.0,2.0,1.851338873,2.3333333333333335,1079,2.0
C_680859,2.61124109,0.0,4.0,3.0,1.539568345,0.0,1526,2.0
C_680860,2.047200491,0.0,4.0,3.916743758,1.692753623,3.0,1720,2.0
C_680868,2.310944844,0.0,4.0,3.0,1.0,0.0,1,1.0
C_680870,1.589641948,0.0,4.0,4.914994618,1.845100556,0.0,2325,3.0
C_680871,2.198726047,0.0,4.0,2.0,1.855987055,0.0,618,2.0
C_680879,0.0,-1.0,5.0,5.0,2.093639576,0.0,1692,3.0
C_680881,1.0,0.7051983584,4.0,4.0,2.476081698,3.511627906976744,7313,3.0
C_680882,0.0,-1.0,4.0,3.921928734,1.802631579,0.0,76,1.0
C_680884,1.0,0.09373471882,5.0,4.0,1.874495647,0.0,4673,3.0
C_680886,1.298680246,0.0,4.0,3.0,1.726194957,0.0,5256,3.0
C_680890,1.578077709,0.0,4.0,3.0,2.101194922,0.0,2675,2.0
C_680891,2.05944926,0.0,4.0,4.0,1.771100608,0.0,1473,2.0
C_680892,2.790247562,0.0,4.0,5.0,1.791666667,0.0,24,2.0
C_680894,1.594002939,0.0,4.0,2.0,1.0,0.0,1,1.0
C_680898,0.0,-1.0,4.0,3.0,1.899740709,0.0,1151,2.0
C_680900,1.150956308,0.0,4.0,4.0,1.956790123,0.0,645,2.0
C_680903,2.029425872,0.0,4.0,4.0,1.698786828,0.0,2868,3.0
C_680905,1.0,0.6094276094,4.0,4.0,1.552540014,0.0,1432,3.0
C_680906,1.755866398,0.0,4.0,3.0,1.0,0.0,1,1.0
C_680915,2.501410072,0.0,4.0,2.0,1.522510232,0.0,710,2.0
C_680916,1.0,0.7114646188,5.0,4.0,1.82517049,0.0,1581,3.0
C_680917,2.747090199,0.0,5.0,5.0,1.0,0.0,1,2.0
C_680919,0.0,-1.0,4.0,5.0,1.854961832,0.0,785,2.0
C_680920,1.0,0.7586206897,4.0,2.575412924,1.637037037,0.0,270,1.0
C_680921,2.600872103,0.0,5.0,3.735509941,1.904761905,0.0,103,1.0
C_680922,1.528127356,0.0,4.0,2.714611889,1.638132296,0.0,255,1.0
C_680926,1.752625811,0.0,3.0,2.0,1.851668318,0.0,2990,2.0
C_680927,1.200831984,0.0,4.0,3.0,2.289188016,0.0,4591,3.0
C_680929,2.205933191,0.0,4.0,3.0,2.718226183,0.0,4712,3.0
C_680931,0.0,-1.0,4.0,5.0,1.873461854,0.0,4834,3.0
C_680937,1.222454993,0.0,4.0,3.0,2.602893385,4.5,9524,3.0
C_680938,0.0,-1.0,4.0,3.0,1.678571429,3.0,84,1.0
C_680941,2.753894646,0.0,4.0,3.0,2.229467085,0.0,1593,2.0
C_680943,1.0,0.8833099016,4.0,2.574953356,1.840987371,0.0,1737,2.0
C_680951,2.333435604,0.0,4.0,3.0,2.145794393,0.0,2674,2.0
C_680955,1.0,0.8190954774,4.0,3.0,1.916918429,0.0,656,2.0
C_680958,1.985528494,0.0,3.0,2.0,2.598431812,4.1692307692307695,14268,3.0
C_680961,2.70189005,0.0,4.0,4.0,2.345397396,2.2,11094,3.0
C_680963,1.743522542,0.0,4.0,3.0,2.612158569,5.0,8211,3.0
C_680971,1.241280013,0.0,4.0,2.0,1.832485323,0.0,2546,2.0
C_680972,1.461268213,0.0,2.0,3.349197334,1.719693747,0.0,2342,2.0
C_680974,2.728756231,0.0,4.0,4.0,1.838602329,0.0,1192,2.0
C_680975,1.492215155,0.0,4.0,2.0,1.779761905,0.0,1499,2.0
C_680977,2.87336414,0.0,3.0,2.106831544,1.820143885,0.0,829,2.0
C_680978,1.054681536,0.8571428571,5.0,4.0,1.815732759,0.0,926,3.0
C_680980,1.137623575,0.0,3.0,2.0,2.136889898,3.6666666666666665,8783,3.0
C_680981,2.230939214,0.0,4.0,3.516612392,1.792207792,0.0,77,1.0
C_680984,2.886429313,0.5416666667,4.0,4.0,1.726457399,0.0,885,2.0
C_680986,2.843548736,0.0,4.0,3.0,2.671680648,5.0,6910,3.0
C_680987,1.836588469,0.0,2.0,3.090069031,2.571509363,0.0,15888,3.0
C_680988,2.076140496,0.0,2.0,1.541516329,1.0,0.0,1,1.0
C_680990,2.958093162,0.0,4.0,5.0,1.0,0.0,1,1.0
C_680991,1.081013558,0.0,4.0,3.0,1.742971888,0.0,1727,2.0
C_680992,1.0,0.6590790162,4.0,2.0,1.559248555,4.482142857142857,4142,3.0
C_680993,1.423166324,0.0,4.0,4.0,2.5209228,0.0,10007,3.0
C_681001,1.113808178,0.7254901961,4.0,4.0,1.796164773,0.0,1401,2.0
C_681006,2.491478422,0.0,4.0,3.0,2.34333644,3.5380710659898478,5355,3.0
C_681007,1.0,0.6213592233,4.0,3.0,1.890070922,0.0,844,2.0
C_681009,1.611146986,0.0,4.0,3.0,2.030254777,0.0,1255,2.0
C_681010,1.0,0.2531143828,4.0,1.0,1.628982528,0.0,962,2.0
C_681012,1.410042966,0.0,5.0,4.0,1.809468822,0.0,859,2.0
C_681015,1.202804432,0.0,4.0,2.0,1.669677419,0.0,2319,2.0
C_681017,2.257810411,0.0,4.0,3.110565364,1.744927536,0.0,343,1.0
C_681021,2.124145529,0.0,4.0,4.887415613,1.614536016,0.0,1531,3.0
C_681025,1.24981612,0.0,4.0,3.532083585,1.914204545,0.0,1697,2.0
C_681026,0.0,-1.0,4.0,4.216410554,1.373053892,3.0,1669,2.0
C_681027,1.0,0.693877551,4.0,1.234271994,1.977404403,0.0,1693,2.0
C_681028,1.0,0.4193548387,4.0,3.0,1.481421648,0.0,618,2.0
C_681030,2.692773992,0.0,3.0,3.0,1.0,0.0,1,1.0
C_681031,1.0,0.6215053763,4.0,2.0,1.739797584,3.5161290322580645,3056,3.0
C_681032,1.0,0.5043731778,4.0,2.0,1.701515152,0.0,1313,2.0
C_681034,1.934909849,0.0,3.0,1.0,1.730722154,0.0,1628,2.0
C_681036,0.0,-1.0,3.688505692,2.559684543,2.075,0.0,79,1.0
C_681037,1.716542706,0.0,4.0,1.949007945,1.954198473,0.0,130,1.0
C_681038,1.353292369,0.0,4.0,4.166458461,2.084745763,0.0,58,1.0
C_681039,1.835635458,0.0,4.0,4.971509174,2.026315789,0.0,151,2.0
C_681041,0.0,-1.0,4.0,2.816880013,1.943661972,0.0,70,1.0
C_681042,0.0,-1.0,4.0,1.886712566,1.0,0.0,1,1.0
C_681043,2.07332496,0.0,4.0,3.0,1.790466733,0.0,1002,2.0
C_681045,1.0,0.6666666667,4.0,4.0,1.741026323,0.0,3728,3.0
C_681048,0.0,-1.0,4.0,4.0,1.0,0.0,1,1.0
C_681049,2.158887714,0.0,4.0,4.0,1.676322418,0.0,788,2.0
C_681053,0.0,-1.0,4.0,5.0,1.0,0.0,1,1.0
C_681056,2.244623597,0.0,4.0,4.405355427,1.0,0.0,1,1.0
C_681057,2.860552776,0.0,5.0,5.0,1.83805668,0.0,728,2.0
C_681059,1.62507043,0.0,4.0,4.0,1.925,0.0,79,1.0
C_681063,1.77861751,0.0,4.0,5.0,1.0,0.0,1,1.0
C_681067,2.64331972,0.0,3.0,1.844690494,1.0,0.0,1,1.0
C_681068,2.719461184,0.0,4.0,3.0,1.757231405,0.0,967,2.0
C_681069,2.426020846,0.0,4.0,2.0,1.0,0.0,1,1.0
C_681073,1.0,0.6872852234,4.0,3.0,1.883968113,0.0,1112,2.0
C_681074,1.208542538,0.0,4.0,4.637435039,1.553740107,3.6666666666666665,3884,3.0
C_681075,1.470983767,0.0,4.0,4.310503895,1.799518072,0.0,2059,3.0
C_681076,2.052546624,0.0,4.0,1.006960001,2.144189383,3.897727272727273,5572,3.0
C_681079,1.409901379,0.0,4.0,3.0,1.80620155,0.0,257,1.0
C_681080,2.95604279,0.0,4.0,1.0,1.593283582,0.0,1071,2.0
C_681081,2.668428684,0.0,4.0,2.182450165,1.379091198,3.2777777777777777,3137,2.0
C_681083,1.023382281,0.0,4.0,1.370787968,2.15,4.5,2971,2.0
C_681084,2.01089731,0.0,4.0,2.0,1.494043605,0.0,4423,3.0
C_681086,1.422982179,0.0,4.0,4.071312764,1.69265233,0.0,1115,2.0
C_681087,1.50099018,0.0,4.0,2.0,1.837125749,0.0,830,2.0
C_681088,1.994246702,0.0,4.0,1.0,2.260238908,3.7160326086956523,12866,3.0
C_681090,1.131167737,0.0,2.0,2.792691816,1.0,0.0,1,1.0
C_681091,1.0,0.2944283074,4.0,2.0,1.430107527,0.0,836,2.0
C_681094,1.692848012,0.0,4.0,2.0,1.50245821,0.0,1006,2.0
C_681095,0.0,-1.0,3.0,2.0,1.0,0.0,1,1.0
C_681096,0.0,-1.0,4.0,2.0,1.0,0.0,2,1.0
C_681099,2.300331914,0.825,3.0,2.0,1.843256379,0.0,820,
C_681100,1.004882503,0.0,4.0,2.0,1.889884763,0.0,781,2.0
C_681103,0.0,-1.0,4.0,5.0,1.879074658,0.0,945,
C_681105,2.518932684,0.0,3.0,2.0,1.71,4.0,4591,
C_681110,0.0,-1.0,4.0,2.0,1.0,0.0,1,1.0
C_681114,1.0,0.7355565993,4.0,2.548460536,1.813931298,0.0,2067,
C_681115,1.349917366,0.5538461538,4.0,2.0,2.009378664,0.0,825,
C_681122,1.121243852,0.0,4.0,3.346243171,1.552455357,3.5,896,
C_681130,1.340165815,0.7627906977,4.0,2.758785196,1.941368078,0.0,604,
C_681137,2.580066822,0.0,4.0,1.0,1.761642157,0.0,1632,2.0
C_681152,0.0,-1.0,4.0,3.303676816,1.796728972,0.0,425,1.0
C_681154,2.486762875,0.0,4.0,2.0,1.70767613,0.0,1886,2.0
C_681158,2.858100983,0.0,4.0,2.0,1.700114025,0.0,869,2.0
C_681163,2.369547418,0.0,4.0,1.0,1.705107084,0.0,602,1.0
C_681169,1.253584347,0.0,4.0,1.214993586,1.857142857,0.0,49,1.0
C_681177,0.0,-1.0,4.0,3.627302011,1.0,0.0,1,1.0
C_681183,0.0,-1.0,4.0,4.579266875,1.666666667,0.0,6,1.0
C_681184,0.0,-1.0,4.0,3.0,1.333333333,0.0,6,1.0
C_681186,2.636316358,0.0,4.0,2.0,1.865921788,0.0,177,1.0
C_681194,0.0,-1.0,4.0,4.679408766,1.4,0.0,10,1.0
C_681197,0.0,-1.0,4.0,2.0,1.969924812,0.0,132,1.0
C_681200,1.954216363,0.0,4.0,3.53204018,1.645962733,0.0,482,1.0
C_681204,0.0,-1.0,4.0,4.092709758,1.0,0.0,1,1.0
C_681212,1.44210325,0.0,4.0,2.0,1.812897366,0.0,1094,2.0
C_681247,0.0,-1.0,4.0,3.203544463,1.5,0.0,4,1.0
